codice;descrizione;marchio;denominazione;regione;vitigno;filosofia;CAPACITA;GRADO_ALC;FAMIGLIA;classe;PREZZO
801513569;Masseria Li Veli Askos Susumaniello Rosato Salento IGT;Masseria Li Veli;Salento IGT;PUGLIA;Susumaniello;Tradizionale;75;12%;Vini;Rosato;12,411
801513570;Masseria Li Veli Orion Primitivo Salento IGT;Masseria Li Veli;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;14%;Vini;Rosso;7,966
801513571;Masseria Li Veli Garrisa Susumaniello Salento IGT;Masseria Li Veli;Salento IGT;PUGLIA;Susumaniello;Tradizionale;75;13,50%;Vini;Rosso;7,919
801513572;Masseria Li Veli Askos Malvasia Nera Salento IGT;Masseria Li Veli;Salento IGT;PUGLIA;Malvasia Nera;Tradizionale;75;14%;Vini;Rosso;12,411
801513573;Masseria Li Veli Askos Susumaniello Salento IGT;Masseria Li Veli;Salento IGT;PUGLIA;Susumaniello;Tradizionale;75;14,50%;Vini;Rosso;12,411
801513574;Masseria Li Veli Askos Primitivo Salento IGT;Masseria Li Veli;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;15,50%;Vini;Rosso;13,708
801513575;"Masseria Li Veli ""Masseria Li Veli"" Salento IGT";Masseria Li Veli;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;15,50%;Vini;Rosso;22,507
801513576;Masseria Li Veli Passamante Salice Salentino DOC;Masseria Li Veli;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;75;13,50%;Vini;Rosso;7,919
801513577;Masseria Li Veli Pezzo Morgana Salice Salentino DOC Riserva;Masseria Li Veli;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;75;15%;Vini;Rosso;14,542
801513578;Morella Mezzogiorno Bianco Salento IGT;Morella;Salento IGT;PUGLIA;Fiano;Tradizionale;75;13%;Vini;Bianco;10,374
801513579;Morella Mezzarosa Rosato Salento IGT;Morella;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;13%;Vini;Rosato;10,605
801513580;Morella Mezzanotte Primitivo Salento IGT;Morella;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;15%;Vini;Rosso;10,605
801513581;Morella Negroamaro Primitivo Salento IGT;Morella;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;14%;Vini;Rosso;13,477
801513582;Morella Primitivo Malbek Salento IGT;Morella;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;14%;Vini;Rosso;14,31
801513583;Morella Primitivo La Signora Salento IGT;Morella;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;15%;Vini;Rosso;32,186
801513584;Morella Old Vines Salento IGT;Morella;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;15,50%;Vini;Rosso;31,77
801513585;Morella Mondo Nuovo Salento IGT;Morella;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;16%;Vini;Rosso;29,593
801513586;Poderi Angelini Chardonnay Salento IGT;Poderi Angelini;Salento IGT;PUGLIA;Chardonnay;Tradizionale;75;14,50%;Vini;Bianco;6,252
801513587;Poderi Angelini Fiano Salento IGT;Poderi Angelini;Salento IGT;PUGLIA;Fiano;Tradizionale;75;14%;Vini;Bianco;6,252
801513588;Poderi Angelini Rosato Salento IGT;Poderi Angelini;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;13%;Vini;Rosato;5,835
801513589;Poderi Angelini Negroamaro Salento IGT;Poderi Angelini;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;14%;Vini;Rosso;7,919
801513590;Poderi Angelini Primitivo di Manduria DOC;Poderi Angelini;Primitivo di Manduria DOC;PUGLIA;Primitivo di Manduria;Tradizionale;75;15%;Vini;Rosso;8,29
801513591;Poderi Angelini Susumaniello Salento IGT;Poderi Angelini;Salento IGT;PUGLIA;Susumaniello;Tradizionale;75;14,50%;Vini;Rosso;8,29
801513787;Leone De Castris Per Lui Ottavianello Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Ottavianello;Tradizionale;75;13%;Vini;Rosso;25,379
801513847;Arnaldo Caprai Grechetto Grecante Colli Martani DOC;Arnaldo Caprai;Colli Martani DOC;UMBRIA;Grechetto;Tradizionale;75;13%;Vini;Bianco;9,772
801513848;Arnaldo Caprai Rosso Montefalco DOC Riserva;Arnaldo Caprai;Montefalco DOC;UMBRIA;Sangiovese;Tradizionale;75;14%;Vini;Rosso;19,034
801513849;Arnaldo Caprai Rosso Montefalco DOC;Arnaldo Caprai;Montefalco DOC;UMBRIA;Sangiovese;Tradizionale;75;14,50%;Vini;Rosso;10,096
801513850;Arnaldo Caprai 25 Anni Sagrantino di Montefalco DOCG;Arnaldo Caprai;Sagrantino di Montefalco DOCG;UMBRIA;Sagrantino;Tradizionale;75;15,50%;Vini;Rosso;46,497
801513851;Arnaldo Caprai Collepiano Sagrantino di Montefalco DOCG;Arnaldo Caprai;Sagrantino di Montefalco DOCG;UMBRIA;Sagrantino;Tradizionale;75;15,50%;Vini;Rosso;20,238
801513852;Arnaldo Caprai Anima Umbra Grechetto Umbria IGT;Arnaldo Caprai;Umbria IGT;UMBRIA;Grechetto;Tradizionale;75;13%;Vini;Bianco;5,743
801513887;Attanasio Giuseppe Primitivo di Manduria DOC;Attanasio Giuseppe;Primitivo di Manduria DOC;PUGLIA;Primitivo di Manduria;Tradizionale;75;16%;Vini;Rosso;20,701
801513888;Attanasio Giuseppe Primitivo di Manduria DOC Riserva;Attanasio Giuseppe;Primitivo di Manduria DOC;PUGLIA;Primitivo di Manduria;Tradizionale;75;16,50%;Vini;Rosso;24,916
801513889;Attanasio Giuseppe Primitivo di Manduria DOCG Passito Cl.50;Attanasio Giuseppe;Primitivo di Manduria DOCG Dolce Naturale;PUGLIA;Primitivo di Manduria;Tradizionale;50;15,50%;Vini;Dolce;21,118
801513890;Attanasio Giuseppe Primitivo di Manduria DOCG Dolce Naturale;Attanasio Giuseppe;Primitivo di Manduria DOCG Dolce Naturale;PUGLIA;Primitivo di Manduria;Tradizionale;75;15%;Vini;Dolce;21,118
801513891;Attanasio Giuseppe Primitivo Rosato Puglia IGP;Attanasio Giuseppe;Puglia IGT;PUGLIA;Primitivo di Manduria;Tradizionale;75;15%;Vini;Rosato;11,254
801513892;Barsento Casaboli Primitivo Gioia Del Colle DOC;Barsento;Gioia del Colle DOC;PUGLIA;Primitivo;Tradizionale;75;14,50%;Vini;Rosso;17,969
801513893;Barsento Pandaro Fiano Bianco Puglia IGP;Barsento;Puglia IGT;PUGLIA;Fiano;Tradizionale;75;12,50%;Vini;Bianco;7,086
801513894;Barsento Magilda Rosato Puglia IGP;Barsento;Puglia IGT;PUGLIA;Negroamaro;Tradizionale;75;12,50%;Vini;Rosato;7,41
801513895;Barsento Ladislao Rosso Puglia IGP;Barsento;Puglia IGT;PUGLIA;Negroamaro;Tradizionale;75;14,50%;Vini;Rosso;14,542
801513896;Barsento W' Heart! Rosato Primitivo Puglia IGP;Barsento;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;12,50%;Vini;Rosato;8,429
801513897;Barsento W' Heart! Rosso Primitivo Puglia IGP;Barsento;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;13%;Vini;Rosso;8,382
801513898;Barsento Malicchia Mapicchia Primitivo Dolce Puglia IGP;Barsento;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;14,50%;Vini;Rosso;14,542
801513899;Barsento Il Paturno Rosso Puglia IGP;Barsento;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;14%;Vini;Rosso;10,374
801514028;Jermann Traminer Aromatico Trevenezie IGT;Cantina Jermann;Trevenezie IGT;FRIULI VENEZIA GIULIA;Gew�rztraminer;Tradizionale;75;13%;Vini;Bianco;18,247
801514029;Jermann Blau & Blau Trevenezie IGT;Cantina Jermann;Trevenezie IGT;FRIULI VENEZIA GIULIA;Franconia;Tradizionale;75;12,50%;Vini;Rosso;18,2
801514030;Jermann W... Dreams Venezia Giulia IGT;Cantina Jermann;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Chardonnay;Tradizionale;75;13,50%;Vini;Bianco;46,45
801514031;Jermann Chardonnay Venezia Giulia IGT;Cantina Jermann;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Chardonnay;Tradizionale;75;13%;Vini;Bianco;16,904
801514032;Jermann Cosi Sia Venezia Giulia IGT;Cantina Jermann;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Friulano;Tradizionale;75;13,50%;Vini;Bianco;27,509
801514033;Jermann Capo Martino Venezia Giulia IGT;Cantina Jermann;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Friulano;Tradizionale;75;13,50%;Vini;Bianco;48,72
801514034;Jermann Pinot Bianco Venezia Giulia IGT;Cantina Jermann;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Pinot Bianco;Tradizionale;75;13%;Vini;Bianco;17,691
801514035;Jermann Pinot Grigio Venezia Giulia IGT;Cantina Jermann;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Pinot Grigio;Tradizionale;75;13%;Vini;Bianco;17,691
801514036;Jermann Vinnae Ribolla Gialla Venezia Giulia IGT;Cantina Jermann;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Ribolla Gialla;Tradizionale;75;12,50%;Vini;Bianco;16,024
801514037;Jermann Afix Riesling Venezia Giulia IGT;Cantina Jermann;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Riesling Renano;Tradizionale;75;13%;Vini;Bianco;21,118
801514038;Jermann Sauvignon Venezia Giulia IGT;Cantina Jermann;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Sauvignon Blanc;Tradizionale;75;13%;Vini;Bianco;16,857
801514039;Jermann Vintage Tunina Venezia Giulia IGT;Cantina Jermann;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Sauvignon Blanc;Tradizionale;75;13,50%;Vini;Bianco;47,423
801514040;Jermann Pignacolusse Venezia Giulia IGT;Cantina Jermann;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Pignolo;Tradizionale;75;13,50%;Vini;Rosso;22,276
801514041;Jermann Red Angel Pinot Nero Venezia Giulia IGT;Cantina Jermann;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Pinot Nero;Tradizionale;75;13%;Vini;Rosso;20,748
801514042;Jermann Vecchia Contea Stara Grofija;Cantina Jermann;Vino Bianco d'Italia;FRIULI VENEZIA GIULIA;Pinot Bianco;Tradizionale;75;14%;Vini;Bianco;20,748
801514043;Marchesi di Barolo Zagara Moscato d'Asti DOCG;Marchesi Di Barolo;Asti DOCG;PIEMONTE;Moscato Bianco;Tradizionale;75;5%;Vini;Dolce;9,123
801514044;Marchesi di Barolo Tradizione Barbaresco DOCG;Marchesi Di Barolo;Barbaresco DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;21,674
801514045;Marchesi di Barolo Ruvei Barbera d'Alba DOC;Marchesi Di Barolo;Barbera d'Alba DOC;PIEMONTE;Barbera;Tradizionale;75;13%;Vini;Rosso;8,892
801514046;Marchesi di Barolo Maraia Barbera del Monferrato DOC;Marchesi Di Barolo;Barbera del Monferrato DOC;PIEMONTE;Barbera;Tradizionale;75;13,50%;Vini;Rosso;7,966
801514047;Marchesi di Barolo Tradizione Barolo DOCG;Marchesi Di Barolo;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;32,048
801514048;Marchesi di Barolo Barolo Chinato Cl.50;Marchesi Di Barolo;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;50;16,50%;Vini;Dolce;21,998
801514049;Marchesi di Barolo Madonna del Dono Dolcetto d'Alba DOC;Marchesi Di Barolo;Dolcetto d'Alba DOC;PIEMONTE;Dolcetto;Tradizionale;75;13%;Vini;Rosso;7,919
801514050;Marchesi di Barolo Servaj Dolcetto Langhe DOC;Marchesi Di Barolo;Langhe DOC;PIEMONTE;Dolcetto;Tradizionale;75;13%;Vini;Rosso;6,484
801514051;Vietti Moscato d'Asti DOCG;Cantina Vietti;Asti DOCG;PIEMONTE;Moscato Bianco;Tradizionale;75;5%;Vini;Dolce;10,189
801514052;Vietti Tre Vigne Barbera d'Alba DOC;Cantina Vietti;Barbera d'Alba DOC;PIEMONTE;Barbera;Tradizionale;75;14%;Vini;Rosso;10,744
801514053;Vietti Vigna Scarrone Barbera d'Alba DOC 2018;Cantina Vietti;Barbera d'Alba DOC;PIEMONTE;Barbera;Tradizionale;75;14%;Vini;Rosso;25,425
801514054;Vietti La Crena Barbera d'Asti DOCG;Cantina Vietti;Barbera d'Asti DOCG;PIEMONTE;Barbera;Tradizionale;75;15%;Vini;Rosso;25,425
801514055;Vietti Castiglione Barolo DOCG;Cantina Vietti;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14,50%;Vini;Rosso;37,327
801514056;Vietti Derthona Timorasso Colli Tortonesi DOC;Cantina Vietti;Colli Tortonesi DOC;PIEMONTE;Timorasso;Tradizionale;75;13%;Vini;Bianco;17,784
801514057;Vietti Tre Vigne Dolcetto d'Alba DOC;Cantina Vietti;Dolcetto d'Alba DOC;PIEMONTE;Dolcetto;Tradizionale;75;13%;Vini;Rosso;12,736
801514058;Vietti Perbacco Bianco Langhe DOC;Cantina Vietti;Langhe DOC;PIEMONTE;Chardonnay;Tradizionale;75;14,50%;Vini;Bianco;10,189
801514059;Vietti Freisa Vivace Langhe DOC;Cantina Vietti;Langhe DOC;PIEMONTE;Freisa;Tradizionale;75;13,50%;Vini;Rosso;12,736
801514060;Vietti Perbacco Nebbiolo Langhe DOC;Cantina Vietti;Langhe DOC;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;13,986
801514061;Vietti Roero Arneis DOCG;Cantina Vietti;Roero DOCG;PIEMONTE;Arneis;Tradizionale;75;13%;Vini;Bianco;11,439
801514062;Vigneti Massa Bigolla Colli Tortonesi DOC;Vigneti Massa;Colli Tortonesi DOC;PIEMONTE;Barbera;Tradizionale;75;14,50%;Vini;Rosso;33,761
801514063;Vigneti Massa Montecitorio Bianco;Vigneti Massa;Vino Bianco d'Italia;PIEMONTE;Timorasso;Tradizionale;75;14,50%;Vini;Bianco;43,579
801514064;Vigneti Massa L'Avvelenata Rosso;Vigneti Massa;Vino Rosso d'Italia;PIEMONTE;Freisa;Tradizionale;75;14%;Vini;Rosso;14,171
801514065;Vigneti Massa Terra Implicito;Vigneti Massa;Vino Rosso d'Italia;PIEMONTE;Barbera;Tradizionale;75;12,50%;Vini;Rosso;5,002
801514066;Vigneti Massa Pertichetta Croatina;Vigneti Massa;Vino Rosso d'Italia;PIEMONTE;Croatina;Tradizionale;75;14,50%;Vini;Rosso;14,125
801514205;Banfi Col di Sasso Toscana IGT;Banfi;Toscana IGT;TOSCANA;Cabernet Sauvignon;Tradizionale;75;13%;Vini;;5,048
801514234;Carpentiere Primaluce Castel del Monte Bombino Nero Rosato DOCG;Carpentiere;Castel del Monte Bombino Nero DOCG;PUGLIA;Bombino Nero;Tradizionale;75;12,50%;Vini;Rosato;7,41
801514235;Carpentiere Cabernet Castel del Monte DOC;Carpentiere;Castel del Monte DOC;PUGLIA;Cabernet Sauvignon;Tradizionale;75;13,50%;Vini;Rosso;8,382
801514236;Carpentiere Pietra dei Lupi Nero di Troia DOC;Carpentiere;Castel del Monte DOC;PUGLIA;Nero di Troia;Tradizionale;75;14%;Vini;Rosso;8,382
801514237;Carpentiere Colle dei Grillai Castel del Monte DOC;Carpentiere;Castel del Monte DOC;PUGLIA;Nero di Troia;Tradizionale;75;13,50%;Vini;Rosso;7,039
801514238;Carpentiere Armentario Castel del Monte Nero di Troia Riserva DOCG;Carpentiere;Castel del Monte Nero di Troia Riserva DOCG;PUGLIA;Nero di Troia;Tradizionale;75;15%;Vini;Rosso;15,375
801514239;Carpentiere Come D'Incanto Bianco ;Carpentiere;Vino Bianco d'Italia;PUGLIA;Nero di Troia;Tradizionale;75;14%;Vini;Bianco;9,031
801514240;Casale del Giglio Anthium Bellone Lazio IGT;Casale del Giglio;Lazio IGT;LAZIO;Bellone;Tradizionale;75;14%;Vini;Bianco;10,559
801514241;Casale del Giglio Satrico Lazio IGT;Casale del Giglio;Lazio IGT;LAZIO;Chardonnay;Tradizionale;75;13%;Vini;Bianco;7,364
801514242;Casale del Giglio Petit Manseng Lazio IGT;Casale del Giglio;Lazio IGT;LAZIO;Petit Manseng;Tradizionale;75;13,50%;Vini;Bianco;9,725
801514243;Casale del Giglio Cabernet Sauvignon Lazio IGT;Casale del Giglio;Lazio IGT;LAZIO;Cabernet Sauvignon;Tradizionale;75;14%;Vini;Rosso;12,921
801514244;Casale del Giglio Madreselva Lazio IGT;Casale del Giglio;Lazio IGT;LAZIO;Cabernet Sauvignon;Tradizionale;75;14%;Vini;Rosso;17,645
801514245;Casale del Giglio Matidia Cesanese Lazio IGT;Casale del Giglio;Lazio IGT;LAZIO;Cesanese;Tradizionale;75;14%;Vini;Rosso;11,161
801514246;Casale del Giglio Merlot Lazio IGT;Casale del Giglio;Lazio IGT;LAZIO;Merlot;Tradizionale;75;14%;Vini;Rosso;7,966
801514247;Casale del Giglio Petit Verdot Lazio IGT;Casale del Giglio;Lazio IGT;LAZIO;Petit Verdot;Tradizionale;75;14%;Vini;Rosso;9,957
801514248;Casale del Giglio Shiraz Lazio IGT;Casale del Giglio;Lazio IGT;LAZIO;Syrah;Tradizionale;75;13,50%;Vini;Rosso;8,892
801514249;Casale del Giglio Mater Matuta Lazio IGT;Casale del Giglio;Lazio IGT;LAZIO;Syrah;Tradizionale;75;14%;Vini;Rosso;35,428
801514250;Casale del Giglio Albiola Rosato Lazio IGT;Casale del Giglio;Lazio IGT;LAZIO;Syrah;Tradizionale;75;12,50%;Vini;Rosato;7,595
801514251;Casale del Giglio Tempranijo Lazio IGT;Casale del Giglio;Lazio IGT;LAZIO;Tempranillo;Tradizionale;75;15%;Vini;Rosso;15,977
801514252;Castellare di Castellina Chianti Classico DOCG;Castellare di Castellina;Chianti Classico DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;11,439
801514253;Castellare di Castellina Il Poggiale Chianti Classico Riserva DOCG;Castellare di Castellina;Chianti Classico Riserva DOCG;TOSCANA;Sangiovese;Tradizionale;75;14%;Vini;Rosso;31,214
801514254;Castellare di Castellina Chianti Classico Riserva DOCG;Castellare di Castellina;Chianti Classico Riserva DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;21,118
801514255;Castellare di Castellina Poggio ai Merli di Castellare Toscana IGT;Castellare di Castellina;Toscana IGT;TOSCANA;Merlot;Tradizionale;75;14%;Vini;Rosso;61,455
801514256;Castellare di Castellina I Sodi di San Niccol� Toscana IGT 2017;Castellare di Castellina;Toscana IGT;TOSCANA;Sangiovese;Tradizionale;75;14,50%;Vini;Rosso;66,503
801514257;Castellare di Castellina Governo di Castellare Toscana IGT;Castellare di Castellina;Toscana IGT;TOSCANA;Sangiovese;Tradizionale;75;13%;Vini;Rosso;6,9
801514258;Felline Giravolta Primitivo di Manduria DOC;Felline;Primitivo di Manduria DOC;PUGLIA;Primitivo di Manduria;Tradizionale;75;14,50%;Vini;Rosso;12,319
801514259;Felline Sinfarosa Zinfandel Primitivo di Manduria DOC;Felline;Primitivo di Manduria DOC;PUGLIA;Primitivo di Manduria;Tradizionale;75;15%;Vini;Rosso;15,746
801514260;Felline Dunico Primitivo di Manduria DOC;Felline;Primitivo di Manduria DOC;PUGLIA;Primitivo di Manduria;Tradizionale;75;15,50%;Vini;Rosso;22,507
801514261;Felline Cuvee Anniversario Primitivo di Manduria DOC Riserva;Felline;Primitivo di Manduria DOC;PUGLIA;Primitivo di Manduria;Tradizionale;75;14,50%;Vini;Rosso;27,324
801514262;Felline Primitivo di Manduria DOC;Felline;Primitivo di Manduria DOC;PUGLIA;Primitivo di Manduria;Tradizionale;75;14%;Vini;Rosso;9,262
801514263;Felline Primo Amore Primitivo di Manduria Dolce Naturale DOCG Cl.50;Felline;Primitivo di Manduria DOCG Dolce Naturale;PUGLIA;Primitivo di Manduria;Tradizionale;50;15,50%;Vini;Dolce;9,17
801514264;Felline Anarkos Puglia IGT;Felline;Puglia IGT;PUGLIA;Negroamaro;Tradizionale;75;13%;Vini;Rosso;6,854
801514265;Felline Pietraluna Negroamaro Salento IGT;Felline;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;13%;Vini;Rosso;6,391
801514266;Felline Alberello Salento IGT;Felline;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;13%;Vini;Rosso;5,743
801514267;Felline Sum Susumaniello Salento IGT;Felline;Salento IGT;PUGLIA;Susumaniello;Tradizionale;75;14%;Vini;Rosso;10,096
801514268;Felline Burlesque Rose' Spumante;Felline;VSQ Vino Spumante di Qualit�;PUGLIA;Negroamaro;Tradizionale;75;12,50%;Bollicine;Ros�;6,067
801514279;Borgo Conventi Chardonnay Isonzo del Friuli DOC;Borgo Conventi;Isonzo del Friuli DOC;FRIULI VENEZIA GIULIA;Chardonnay;Tradizionale;75;13,50%;Vini;Bianco;7,41
801514281;Borgo Conventi Ribolla Gialla Isonzo del Friuli DOC;Borgo Conventi;Isonzo del Friuli DOC;FRIULI VENEZIA GIULIA;Ribolla Gialla;Tradizionale;75;12,50%;Vini;Bianco;7,41
801514293;Cantine Del Notaio Il Sigillo Aglianico del Vulture DOC;Cantine Del Notaio;Aglianico del Vulture DOC;BASILICATA;Aglianico;Tradizionale;75;14%;Vini;Rosso;26,166
801514294;Cantine Del Notaio La Firma Aglianico del Vulture DOC;Cantine Del Notaio;Aglianico del Vulture DOC;BASILICATA;Aglianico;Tradizionale;75;14%;Vini;Rosso;23,619
801514295;Cantine Del Notaio La Raccolta Basilicata IGT;Cantine Del Notaio;Basilicata IGT;BASILICATA;Aglianico;Tradizionale;75;13%;Vini;Bianco;9,957
801514298;Cantine Del Notaio La Scrittura Rosato Basilicata IGT;Cantine Del Notaio;Basilicata IGT;BASILICATA;Aglianico;Tradizionale;75;14%;Vini;Rosato;8,938
801514302;Firriato Le Sabbie dell'Etna Rosso Etna DOC;Firriato;Etna DOC;SICILIA;Nerello Mascalese;Tradizionale;75;13%;Vini;Bianco;11,439
801514303;Firriato Le Sabbie dell'Etna Bianco Etna DOC;Firriato;Etna DOC;SICILIA;Carricante;Tradizionale;75;12,50%;Vini;Bianco;11,763
801514304;Firriato Le Sabbie dell'Etna Rosato Etna DOC;Firriato;Etna DOC;SICILIA;Nerello Mascalese;Tradizionale;75;12%;Vini;Rosato;11,763
801514308;Firriato Bayamore Bianco di Bianchi Sicilia DOC;Firriato;Sicilia DOC;SICILIA;Grillo;Tradizionale;75;12,50%;Vini;Bianco;9,725
801514312;Firriato Chiaramonte Nero d'Avola Sicilia DOC;Firriato;Sicilia DOC;SICILIA;Nero dAvola;Tradizionale;75;13,50%;Vini;Rosso;8,892
801514316;Firriato Quater Vitis Bianco Terre Siciliane IGT;Firriato;Terre Siciliane IGT;SICILIA;Inzolia;Tradizionale;75;12,50%;Vini;Bianco;10,976
801514318;Folonari Ambrogio e Giovanni Campo al Mare Vermentino Bolgheri DOC;Folonari Ambrogio e Giovanni;Bolgheri DOC;TOSCANA;Vermentino;Tradizionale;75;12,50%;Vini;Bianco;9,911
801514319;Folonari Ambrogio e Giovanni Campo al Mare Rosato Bolgheri DOC;Folonari Ambrogio e Giovanni;Bolgheri DOC;TOSCANA;Merlot;Tradizionale;75;13,50%;Vini;Rosato;9,725
801514320;Folonari Ambrogio e Giovanni Campo al Mare Rosso Bolgheri DOC;Folonari Ambrogio e Giovanni;Bolgheri DOC;TOSCANA;Merlot;Tradizionale;75;15%;Vini;Rosso;15,7
801514321;Folonari Ambrogio e Giovanni Baia al Vento Bolgheri Superiore DOC;Folonari Ambrogio e Giovanni;Bolgheri DOC;TOSCANA;Merlot;Tradizionale;75;15,50%;Vini;Rosso;32,696
801514322;Folonari Ambrogio e Giovanni Nozzole Chianti Classico DOCG;Folonari Ambrogio e Giovanni;Chianti Classico DOCG;TOSCANA;Sangiovese;Tradizionale;75;14%;Vini;Rosso;9,494
801514323;Folonari Ambrogio e Giovanni Gran Selezione Chianti Classico DOCG;Folonari Ambrogio e Giovanni;Chianti Classico DOCG;TOSCANA;Sangiovese;Tradizionale;75;14%;Vini;Rosso;21,581
801514324;Folonari Ambrogio e Giovanni La Forra Chianti Classico Riserva DOCG;Folonari Ambrogio e Giovanni;Chianti Classico Riserva DOCG;TOSCANA;Sangiovese;Tradizionale;75;14%;Vini;Rosso;13,199
801514325;Folonari Ambrogio e Giovanni Il Pareto Toscana IGT 2017;Folonari Ambrogio e Giovanni;Toscana IGT;TOSCANA;Cabernet Sauvignon;Tradizionale;75;15,50%;Vini;Rosso;49,924
801514326;Folonari Ambrogio e Giovanni Cabreo Il Borgo Toscana IGT;Folonari Ambrogio e Giovanni;Toscana IGT;TOSCANA;Sangiovese;Tradizionale;75;14,50%;Vini;Rosso;32,001
801514328;Mazzei Castello Fonterutoli Chianti Classico Gran Selezione DOCG;Mazzei;Chianti Classico DOCG;TOSCANA;Sangiovese;Tradizionale;75;14%;Vini;Rosso;35,475
801514329;Mazzei Ser Lapo Chianti Classico Riserva DOCG;Mazzei;Chianti Classico Riserva DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;19,08
801514330;Mazzei Belguardo Vermentino Maremma Toscana DOC;Mazzei;Maremma Toscana DOC;TOSCANA;Vermentino;Tradizionale;75;13%;Vini;Bianco;8,197
801514331;Mazzei Tenuta Belguardo Maremma Toscana Rosso Riserva DOC;Mazzei;Maremma Toscana DOC;TOSCANA;Cabernet Sauvignon;Tradizionale;75;14%;Vini;Rosso;39,782
801514332;Mazzei Belguardo Bronzone Morellino di Scansano Riserva DOCG;Mazzei;Morellino di Scansano DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;13,986
801514333;Mazzei Philip Toscana IGT;Mazzei;Toscana IGT;TOSCANA;Cabernet Sauvignon;Tradizionale;75;13,50%;Vini;Rosso;21,998
801514336;Mazzei Concerto di Fonterutoli Toscana IGT;Mazzei;Toscana IGT;TOSCANA;Sangiovese;Tradizionale;75;14%;Vini;Rosso;50,618
801514337;Mesa Moro Cannonau di Sardegna DOC;Mesa;Cannonau di Sardegna DOC;SARDEGNA;Cannonau;Tradizionale;75;14,50%;Vini;Rosso;13,152
801514338;Mesa Primo Scuro Cannonau di Sardegna DOC;Mesa;Cannonau di Sardegna DOC;SARDEGNA;Cannonau;Tradizionale;75;14%;Vini;Rosso;5,928
801514339;Mesa Rosa Grande Carignano del Sulcis DOC;Mesa;Carignano del Sulcis DOC;SARDEGNA;Carignano;Tradizionale;75;13,50%;Vini;Rosato;9,54
801514341;Mesa Buio Carignano del Sulcis DOC;Mesa;Carignano del Sulcis DOC;SARDEGNA;Carignano;Tradizionale;75;13,50%;Vini;Rosso;9,262
801514342;Mesa Buio Buio Carignano del Sulcis Riserva DOC;Mesa;Carignano del Sulcis DOC;SARDEGNA;Carignano;Tradizionale;75;14%;Vini;Rosso;19,404
801514343;Mesa Orodoro Passito Isola dei Nuraghi IGT Cl.50;Mesa;Isola dei Nuraghi IGT;SARDEGNA;Vermentino;Tradizionale;50;14%;Vini;Dolce;19,404
801514344;Mesa Primo Rosso Isola dei Nuraghi IGT;Mesa;Isola dei Nuraghi IGT;SARDEGNA;Carignano;Tradizionale;75;13%;Vini;Rosso;5,789
801514345;Mesa Giunco Vermentino di Sardegna DOC;Mesa;Vermentino di Sardegna DOC;SARDEGNA;Vermentino;Tradizionale;75;13,50%;Vini;Bianco;9,216
